topic,rank,title,link,snippet 
13,3,Team from UCL Statistical Science win RSS Challenge 2014,https://www.ucl.ac.uk/statistics/news/news-050814,"Dr Afzal Siddiqui to co-author new book on analysis of investment problems pertaining to electric energy      infrastructure                                              Dr Afzal Siddiqui gives keynote address in infrastructure stream at OR56                                              Drs Gianluca Baio and Aidan O'Keeffe to take up new positions within the department                                              Team from UCL Statistical Science win RSS Challenge 2014                                              Professor Petros Dellaportas to join Department                                              MLSP paper by Dr Alfredo Kalaitzis and Dr James Nelson accepted for publication                                              Dr Ioannis Kosmidis wins MAPS Faculty Teaching Award                                              Dr Gareth Peters and Professor Pavel Shevchenko jointly Awarded OCE-CSIRO Postdoctoral Fellowship                                              First UCL Workshop on the Theory of Big Data, January 2015                                              Dr Gianluca Baio's research on Eurovision voting widely covered in the media                                              Drs Ardo van den Hout, Gareth Peters and Jinghao Xue nominated for UCLU Student Choice Teaching Awards                                              Dr Ioannis Kosmidis to give course at 1st R Summer School, Athens University of Economics and Business                                              Dr Gareth Peters to give organised invited session at CFE 2014                                              MSc Thesis Supervised by Dr Gareth Peters awarded Winton Capital prize                                              Research student Sam Livingstone awarded 2nd runner up best talk prize at 37th Annual Research Students' conference in Probability and Statistics                                              Professor Sofia Olhede featured in The Week @UCL                                              UCL Statistical Science to organise five sessions at ERCIM 2014                                              Dr Adam Sykulski awarded Marie Curie Fellowship to study global ocean data                                   "
13,4,Team from UCL Statistical Science win RSS Challenge 2014,http://www.ucl.ac.uk/statistics/news/news-050814,"Dr Afzal Siddiqui to co-author new book on analysis of investment problems pertaining to electric energy      infrastructure                                              Dr Afzal Siddiqui gives keynote address in infrastructure stream at OR56                                              Drs Gianluca Baio and Aidan O'Keeffe to take up new positions within the department                                              Team from UCL Statistical Science win RSS Challenge 2014                                              Professor Petros Dellaportas to join Department                                              MLSP paper by Dr Alfredo Kalaitzis and Dr James Nelson accepted for publication                                              Dr Ioannis Kosmidis wins MAPS Faculty Teaching Award                                              Dr Gareth Peters and Professor Pavel Shevchenko jointly Awarded OCE-CSIRO Postdoctoral Fellowship                                              First UCL Workshop on the Theory of Big Data, January 2015                                              Dr Gianluca Baio's research on Eurovision voting widely covered in the media                                              Drs Ardo van den Hout, Gareth Peters and Jinghao Xue nominated for UCLU Student Choice Teaching Awards                                              Dr Ioannis Kosmidis to give course at 1st R Summer School, Athens University of Economics and Business                                              Dr Gareth Peters to give organised invited session at CFE 2014                                              MSc Thesis Supervised by Dr Gareth Peters awarded Winton Capital prize                                              Research student Sam Livingstone awarded 2nd runner up best talk prize at 37th Annual Research Students' conference in Probability and Statistics                                              Professor Sofia Olhede featured in The Week @UCL                                              UCL Statistical Science to organise five sessions at ERCIM 2014                                              Dr Adam Sykulski awarded Marie Curie Fellowship to study global ocean data                                    "
13,5,Students & Industry,http://www.cs.ucl.ac.uk/industry_outreach/students_industry/,"UCL's Data Science Hackathon is the first of its kind in the UK                                                                                                                                                                                                                                                                                                                                                                                                                       UCLU TechSoc                        and UCL Computer Science hosted the UCL Data Science Student Challenge, powered by                         Microsoft Azure Machine Learning                        . "
13,6,"Drs Ardo van den Hout, Gareth Peters and Jinghao Xue nominated for UCLU Student Choice Teaching Awards",https://www.ucl.ac.uk/statistics/news/news-130514b,"Dr Afzal Siddiqui to co-author new book on analysis of investment problems pertaining to electric energy      infrastructure                                              Dr Afzal Siddiqui gives keynote address in infrastructure stream at OR56                                              Drs Gianluca Baio and Aidan O'Keeffe to take up new positions within the department                                              Team from UCL Statistical Science win RSS Challenge 2014                                              Professor Petros Dellaportas to join Department                                              MLSP paper by Dr Alfredo Kalaitzis and Dr James Nelson accepted for publication                                              Dr Ioannis Kosmidis wins MAPS Faculty Teaching Award                                              Dr Gareth Peters and Professor Pavel Shevchenko jointly Awarded OCE-CSIRO Postdoctoral Fellowship                                              First UCL Workshop on the Theory of Big Data, January 2015                                              Dr Gianluca Baio's research on Eurovision voting widely covered in the media                                              Drs Ardo van den Hout, Gareth Peters and Jinghao Xue nominated for UCLU Student Choice Teaching Awards                                              Dr Ioannis Kosmidis to give course at 1st R Summer School, Athens University of Economics and Business                                              Dr Gareth Peters to give organised invited session at CFE 2014                                              MSc Thesis Supervised by Dr Gareth Peters awarded Winton Capital prize                                              Research student Sam Livingstone awarded 2nd runner up best talk prize at 37th Annual Research Students' conference in Probability and Statistics                                              Professor Sofia Olhede featured in The Week @UCL                                              UCL Statistical Science to organise five sessions at ERCIM 2014                                              Dr Adam Sykulski awarded Marie Curie Fellowship to study global ocean data                                  "
13,7,"Drs Ardo van den Hout, Gareth Peters and Jinghao Xue nominated for UCLU Student Choice Teaching Awards",http://www.ucl.ac.uk/statistics/news/news-130514b,"Dr Afzal Siddiqui to co-author new book on analysis of investment problems pertaining to electric energy      infrastructure                                              Dr Afzal Siddiqui gives keynote address in infrastructure stream at OR56                                              Drs Gianluca Baio and Aidan O'Keeffe to take up new positions within the department                                              Team from UCL Statistical Science win RSS Challenge 2014                                              Professor Petros Dellaportas to join Department                                              MLSP paper by Dr Alfredo Kalaitzis and Dr James Nelson accepted for publication                                              Dr Ioannis Kosmidis wins MAPS Faculty Teaching Award                                              Dr Gareth Peters and Professor Pavel Shevchenko jointly Awarded OCE-CSIRO Postdoctoral Fellowship                                              First UCL Workshop on the Theory of Big Data, January 2015                                              Dr Gianluca Baio's research on Eurovision voting widely covered in the media                                              Drs Ardo van den Hout, Gareth Peters and Jinghao Xue nominated for UCLU Student Choice Teaching Awards                                              Dr Ioannis Kosmidis to give course at 1st R Summer School, Athens University of Economics and Business                                              Dr Gareth Peters to give organised invited session at CFE 2014                                              MSc Thesis Supervised by Dr Gareth Peters awarded Winton Capital prize                                              Research student Sam Livingstone awarded 2nd runner up best talk prize at 37th Annual Research Students' conference in Probability and Statistics                                              Professor Sofia Olhede featured in The Week @UCL                                              UCL Statistical Science to organise five sessions at ERCIM 2014                                              Dr Adam Sykulski awarded Marie Curie Fellowship to study global ocean data                                   "
13,8,UCL founding member of Alan Turing Institute for Data Science,https://www.ucl.ac.uk/statistics/news/news-290115,"Dr Afzal Siddiqui to co-author new book on analysis of investment problems pertaining to electric energy      infrastructure                                              Dr Afzal Siddiqui gives keynote address in infrastructure stream at OR56                                              Drs Gianluca Baio and Aidan O'Keeffe to take up new positions within the department                                              Team from UCL Statistical Science win RSS Challenge 2014                                              Professor Petros Dellaportas to join Department                                              MLSP paper by Dr Alfredo Kalaitzis and Dr James Nelson accepted for publication                                              Dr Ioannis Kosmidis wins MAPS Faculty Teaching Award                                              Dr Gareth Peters and Professor Pavel Shevchenko jointly Awarded OCE-CSIRO Postdoctoral Fellowship                                              First UCL Workshop on the Theory of Big Data, January 2015                                              Dr Gianluca Baio's research on Eurovision voting widely covered in the media                                              Drs Ardo van den Hout, Gareth Peters and Jinghao Xue nominated for UCLU Student Choice Teaching Awards                                              Dr Ioannis Kosmidis to give course at 1st R Summer School, Athens University of Economics and Business                                              Dr Gareth Peters to give organised invited session at CFE 2014                                              MSc Thesis Supervised by Dr Gareth Peters awarded Winton Capital prize                                              Research student Sam Livingstone awarded 2nd runner up best talk prize at 37th Annual Research Students' conference in Probability and Statistics                                              Professor Sofia Olhede featured in The Week @UCL                                              UCL Statistical Science to organise five sessions at ERCIM 2014                                              Dr Adam Sykulski awarded Marie Curie Fellowship to study global ocean data                                   "
13,9,UCL founding member of Alan Turing Institute for Data Science,http://www.ucl.ac.uk/statistics/news/news-290115,"Dr Afzal Siddiqui to co-author new book on analysis of investment problems pertaining to electric energy      infrastructure                                              Dr Afzal Siddiqui gives keynote address in infrastructure stream at OR56                                              Drs Gianluca Baio and Aidan O'Keeffe to take up new positions within the department                                              Team from UCL Statistical Science win RSS Challenge 2014                                              Professor Petros Dellaportas to join Department                                              MLSP paper by Dr Alfredo Kalaitzis and Dr James Nelson accepted for publication                                              Dr Ioannis Kosmidis wins MAPS Faculty Teaching Award                                              Dr Gareth Peters and Professor Pavel Shevchenko jointly Awarded OCE-CSIRO Postdoctoral Fellowship                                              First UCL Workshop on the Theory of Big Data, January 2015                                              Dr Gianluca Baio's research on Eurovision voting widely covered in the media                                              Drs Ardo van den Hout, Gareth Peters and Jinghao Xue nominated for UCLU Student Choice Teaching Awards                                              Dr Ioannis Kosmidis to give course at 1st R Summer School, Athens University of Economics and Business                                              Dr Gareth Peters to give organised invited session at CFE 2014                                              MSc Thesis Supervised by Dr Gareth Peters awarded Winton Capital prize                                              Research student Sam Livingstone awarded 2nd runner up best talk prize at 37th Annual Research Students' conference in Probability and Statistics                                              Professor Sofia Olhede featured in The Week @UCL                                              UCL Statistical Science to organise five sessions at ERCIM 2014                                              Dr Adam Sykulski awarded Marie Curie Fellowship to study global ocean data                                    "
13,10,"First UCL Workshop on the Theory of Big Data, January 2015",https://www.ucl.ac.uk/statistics/news/news-300514,"Dr Afzal Siddiqui to co-author new book on analysis of investment problems pertaining to electric energy      infrastructure                                              Dr Afzal Siddiqui gives keynote address in infrastructure stream at OR56                                              Drs Gianluca Baio and Aidan O'Keeffe to take up new positions within the department                                              Team from UCL Statistical Science win RSS Challenge 2014                                              Professor Petros Dellaportas to join Department                                              MLSP paper by Dr Alfredo Kalaitzis and Dr James Nelson accepted for publication                                              Dr Ioannis Kosmidis wins MAPS Faculty Teaching Award                                              Dr Gareth Peters and Professor Pavel Shevchenko jointly Awarded OCE-CSIRO Postdoctoral Fellowship                                              First UCL Workshop on the Theory of Big Data, January 2015                                              Dr Gianluca Baio's research on Eurovision voting widely covered in the media                                              Drs Ardo van den Hout, Gareth Peters and Jinghao Xue nominated for UCLU Student Choice Teaching Awards                                              Dr Ioannis Kosmidis to give course at 1st R Summer School, Athens University of Economics and Business                                              Dr Gareth Peters to give organised invited session at CFE 2014                                              MSc Thesis Supervised by Dr Gareth Peters awarded Winton Capital prize                                              Research student Sam Livingstone awarded 2nd runner up best talk prize at 37th Annual Research Students' conference in Probability and Statistics                                              Professor Sofia Olhede featured in The Week @UCL                                              UCL Statistical Science to organise five sessions at ERCIM 2014                                              Dr Adam Sykulski awarded Marie Curie Fellowship to study global ocean data                                   "
13,11,"First UCL Workshop on the Theory of Big Data, January 2015",http://www.ucl.ac.uk/statistics/news/news-300514,"Dr Afzal Siddiqui to co-author new book on analysis of investment problems pertaining to electric energy      infrastructure                                              Dr Afzal Siddiqui gives keynote address in infrastructure stream at OR56                                              Drs Gianluca Baio and Aidan O'Keeffe to take up new positions within the department                                              Team from UCL Statistical Science win RSS Challenge 2014                                              Professor Petros Dellaportas to join Department                                              MLSP paper by Dr Alfredo Kalaitzis and Dr James Nelson accepted for publication                                              Dr Ioannis Kosmidis wins MAPS Faculty Teaching Award                                              Dr Gareth Peters and Professor Pavel Shevchenko jointly Awarded OCE-CSIRO Postdoctoral Fellowship                                              First UCL Workshop on the Theory of Big Data, January 2015                                              Dr Gianluca Baio's research on Eurovision voting widely covered in the media                                              Drs Ardo van den Hout, Gareth Peters and Jinghao Xue nominated for UCLU Student Choice Teaching Awards                                              Dr Ioannis Kosmidis to give course at 1st R Summer School, Athens University of Economics and Business                                              Dr Gareth Peters to give organised invited session at CFE 2014                                              MSc Thesis Supervised by Dr Gareth Peters awarded Winton Capital prize                                              Research student Sam Livingstone awarded 2nd runner up best talk prize at 37th Annual Research Students' conference in Probability and Statistics                                              Professor Sofia Olhede featured in The Week @UCL                                              UCL Statistical Science to organise five sessions at ERCIM 2014                                              Dr Adam Sykulski awarded Marie Curie Fellowship to study global ocean data                                    "
13,12,PhD Studentships in Statistical Science,https://www.ucl.ac.uk/statistics/news/news-120412,"Dr Afzal Siddiqui to co-author new book on analysis of investment problems pertaining to electric energy      infrastructure                                              Dr Afzal Siddiqui gives keynote address in infrastructure stream at OR56                                              Drs Gianluca Baio and Aidan O'Keeffe to take up new positions within the department                                              Team from UCL Statistical Science win RSS Challenge 2014                                              Professor Petros Dellaportas to join Department                                              MLSP paper by Dr Alfredo Kalaitzis and Dr James Nelson accepted for publication                                              Dr Ioannis Kosmidis wins MAPS Faculty Teaching Award                                              Dr Gareth Peters and Professor Pavel Shevchenko jointly Awarded OCE-CSIRO Postdoctoral Fellowship                                              First UCL Workshop on the Theory of Big Data, January 2015                                              Dr Gianluca Baio's research on Eurovision voting widely covered in the media                                              Drs Ardo van den Hout, Gareth Peters and Jinghao Xue nominated for UCLU Student Choice Teaching Awards                                              Dr Ioannis Kosmidis to give course at 1st R Summer School, Athens University of Economics and Business                                              Dr Gareth Peters to give organised invited session at CFE 2014                                              MSc Thesis Supervised by Dr Gareth Peters awarded Winton Capital prize                                              Research student Sam Livingstone awarded 2nd runner up best talk prize at 37th Annual Research Students' conference in Probability and Statistics                                              Professor Sofia Olhede featured in The Week @UCL                                              UCL Statistical Science to organise five sessions at ERCIM 2014                                              Dr Adam Sykulski awarded Marie Curie Fellowship to study global ocean data                                              "
13,13,PhD Studentships in Statistical Science,http://www.ucl.ac.uk/statistics/news/news-120412,"Dr Afzal Siddiqui to co-author new book on analysis of investment problems pertaining to electric energy      infrastructure                                              Dr Afzal Siddiqui gives keynote address in infrastructure stream at OR56                                              Drs Gianluca Baio and Aidan O'Keeffe to take up new positions within the department                                              Team from UCL Statistical Science win RSS Challenge 2014                                              Professor Petros Dellaportas to join Department                                              MLSP paper by Dr Alfredo Kalaitzis and Dr James Nelson accepted for publication                                              Dr Ioannis Kosmidis wins MAPS Faculty Teaching Award                                              Dr Gareth Peters and Professor Pavel Shevchenko jointly Awarded OCE-CSIRO Postdoctoral Fellowship                                              First UCL Workshop on the Theory of Big Data, January 2015                                              Dr Gianluca Baio's research on Eurovision voting widely covered in the media                                              Drs Ardo van den Hout, Gareth Peters and Jinghao Xue nominated for UCLU Student Choice Teaching Awards                                              Dr Ioannis Kosmidis to give course at 1st R Summer School, Athens University of Economics and Business                                              Dr Gareth Peters to give organised invited session at CFE 2014                                              MSc Thesis Supervised by Dr Gareth Peters awarded Winton Capital prize                                              Research student Sam Livingstone awarded 2nd runner up best talk prize at 37th Annual Research Students' conference in Probability and Statistics                                              Professor Sofia Olhede featured in The Week @UCL                                              UCL Statistical Science to organise five sessions at ERCIM 2014                                              Dr Adam Sykulski awarded Marie Curie Fellowship to study global ocean data                                              D"
13,14,Dr Serge Guillas awarded Royal Society funding for tsunami workshop,https://www.ucl.ac.uk/statistics/news/news-311013,"Dr Afzal Siddiqui to co-author new book on analysis of investment problems pertaining to electric energy      infrastructure                                              Dr Afzal Siddiqui gives keynote address in infrastructure stream at OR56                                              Drs Gianluca Baio and Aidan O'Keeffe to take up new positions within the department                                              Team from UCL Statistical Science win RSS Challenge 2014                                              Professor Petros Dellaportas to join Department                                              MLSP paper by Dr Alfredo Kalaitzis and Dr James Nelson accepted for publication                                              Dr Ioannis Kosmidis wins MAPS Faculty Teaching Award                                              Dr Gareth Peters and Professor Pavel Shevchenko jointly Awarded OCE-CSIRO Postdoctoral Fellowship                                              First UCL Workshop on the Theory of Big Data, January 2015                                              Dr Gianluca Baio's research on Eurovision voting widely covered in the media                                              Drs Ardo van den Hout, Gareth Peters and Jinghao Xue nominated for UCLU Student Choice Teaching Awards                                              Dr Ioannis Kosmidis to give course at 1st R Summer School, Athens University of Economics and Business                                              Dr Gareth Peters to give organised invited session at CFE 2014                                              MSc Thesis Supervised by Dr Gareth Peters awarded Winton Capital prize                                              Research student Sam Livingstone awarded 2nd runner up best talk prize at 37th Annual Research Students' conference in Probability and Statistics                                              Professor Sofia Olhede featured in The Week @UCL                                              UCL Statistical Science to organise five sessions at ERCIM 2014                                              Dr Adam Sykulski awarded Marie Curie Fellowship to study global ocean data                                   "
13,15,Dr Serge Guillas awarded Royal Society funding for tsunami workshop,http://www.ucl.ac.uk/statistics/news/news-311013,"Dr Afzal Siddiqui to co-author new book on analysis of investment problems pertaining to electric energy      infrastructure                                              Dr Afzal Siddiqui gives keynote address in infrastructure stream at OR56                                              Drs Gianluca Baio and Aidan O'Keeffe to take up new positions within the department                                              Team from UCL Statistical Science win RSS Challenge 2014                                              Professor Petros Dellaportas to join Department                                              MLSP paper by Dr Alfredo Kalaitzis and Dr James Nelson accepted for publication                                              Dr Ioannis Kosmidis wins MAPS Faculty Teaching Award                                              Dr Gareth Peters and Professor Pavel Shevchenko jointly Awarded OCE-CSIRO Postdoctoral Fellowship                                              First UCL Workshop on the Theory of Big Data, January 2015                                              Dr Gianluca Baio's research on Eurovision voting widely covered in the media                                              Drs Ardo van den Hout, Gareth Peters and Jinghao Xue nominated for UCLU Student Choice Teaching Awards                                              Dr Ioannis Kosmidis to give course at 1st R Summer School, Athens University of Economics and Business                                              Dr Gareth Peters to give organised invited session at CFE 2014                                              MSc Thesis Supervised by Dr Gareth Peters awarded Winton Capital prize                                              Research student Sam Livingstone awarded 2nd runner up best talk prize at 37th Annual Research Students' conference in Probability and Statistics                                              Professor Sofia Olhede featured in The Week @UCL                                              UCL Statistical Science to organise five sessions at ERCIM 2014                                              Dr Adam Sykulski awarded Marie Curie Fellowship to study global ocean data                                    "
13,16,Dr Gareth Peters awarded Royal Society International Exchange Grant,https://www.ucl.ac.uk/statistics/news/news-210313,"Dr Afzal Siddiqui to co-author new book on analysis of investment problems pertaining to electric energy      infrastructure                                              Dr Afzal Siddiqui gives keynote address in infrastructure stream at OR56                                              Drs Gianluca Baio and Aidan O'Keeffe to take up new positions within the department                                              Team from UCL Statistical Science win RSS Challenge 2014                                              Professor Petros Dellaportas to join Department                                              MLSP paper by Dr Alfredo Kalaitzis and Dr James Nelson accepted for publication                                              Dr Ioannis Kosmidis wins MAPS Faculty Teaching Award                                              Dr Gareth Peters and Professor Pavel Shevchenko jointly Awarded OCE-CSIRO Postdoctoral Fellowship                                              First UCL Workshop on the Theory of Big Data, January 2015                                              Dr Gianluca Baio's research on Eurovision voting widely covered in the media                                              Drs Ardo van den Hout, Gareth Peters and Jinghao Xue nominated for UCLU Student Choice Teaching Awards                                              Dr Ioannis Kosmidis to give course at 1st R Summer School, Athens University of Economics and Business                                              Dr Gareth Peters to give organised invited session at CFE 2014                                              MSc Thesis Supervised by Dr Gareth Peters awarded Winton Capital prize                                              Research student Sam Livingstone awarded 2nd runner up best talk prize at 37th Annual Research Students' conference in Probability and Statistics                                              Professor Sofia Olhede featured in The Week @UCL                                              UCL Statistical Science to organise five sessions at ERCIM 2014                                              Dr Adam Sykulski awarded Marie Curie Fellowship to study global ocean data                                   "
13,17,Dr Gareth Peters awarded Royal Society International Exchange Grant,http://www.ucl.ac.uk/statistics/news/news-210313,"Dr Afzal Siddiqui to co-author new book on analysis of investment problems pertaining to electric energy      infrastructure                                              Dr Afzal Siddiqui gives keynote address in infrastructure stream at OR56                                              Drs Gianluca Baio and Aidan O'Keeffe to take up new positions within the department                                              Team from UCL Statistical Science win RSS Challenge 2014                                              Professor Petros Dellaportas to join Department                                              MLSP paper by Dr Alfredo Kalaitzis and Dr James Nelson accepted for publication                                              Dr Ioannis Kosmidis wins MAPS Faculty Teaching Award                                              Dr Gareth Peters and Professor Pavel Shevchenko jointly Awarded OCE-CSIRO Postdoctoral Fellowship                                              First UCL Workshop on the Theory of Big Data, January 2015                                              Dr Gianluca Baio's research on Eurovision voting widely covered in the media                                              Drs Ardo van den Hout, Gareth Peters and Jinghao Xue nominated for UCLU Student Choice Teaching Awards                                              Dr Ioannis Kosmidis to give course at 1st R Summer School, Athens University of Economics and Business                                              Dr Gareth Peters to give organised invited session at CFE 2014                                              MSc Thesis Supervised by Dr Gareth Peters awarded Winton Capital prize                                              Research student Sam Livingstone awarded 2nd runner up best talk prize at 37th Annual Research Students' conference in Probability and Statistics                                              Professor Sofia Olhede featured in The Week @UCL                                              UCL Statistical Science to organise five sessions at ERCIM 2014                                              Dr Adam Sykulski awarded Marie Curie Fellowship to study global ocean data                                    "
13,18,Professor Mark Girolami and Professor Sofia Olhede to speak at Royal Society,https://www.ucl.ac.uk/statistics/news/news-021211-1,"Dr Afzal Siddiqui to co-author new book on analysis of investment problems pertaining to electric energy      infrastructure                                              Dr Afzal Siddiqui gives keynote address in infrastructure stream at OR56                                              Drs Gianluca Baio and Aidan O'Keeffe to take up new positions within the department                                              Team from UCL Statistical Science win RSS Challenge 2014                                              Professor Petros Dellaportas to join Department                                              MLSP paper by Dr Alfredo Kalaitzis and Dr James Nelson accepted for publication                                              Dr Ioannis Kosmidis wins MAPS Faculty Teaching Award                                              Dr Gareth Peters and Professor Pavel Shevchenko jointly Awarded OCE-CSIRO Postdoctoral Fellowship                                              First UCL Workshop on the Theory of Big Data, January 2015                                              Dr Gianluca Baio's research on Eurovision voting widely covered in the media                                              Drs Ardo van den Hout, Gareth Peters and Jinghao Xue nominated for UCLU Student Choice Teaching Awards                                              Dr Ioannis Kosmidis to give course at 1st R Summer School, Athens University of Economics and Business                                              Dr Gareth Peters to give organised invited session at CFE 2014                                              MSc Thesis Supervised by Dr Gareth Peters awarded Winton Capital prize                                              Research student Sam Livingstone awarded 2nd runner up best talk prize at 37th Annual Research Students' conference in Probability and Statistics                                              Professor Sofia Olhede featured in The Week @UCL                                              UCL Statistical Science to organise five sessions at ERCIM 2014                                              Dr Adam Sykulski awarded Marie Curie Fellowship to study global ocean data                                 "
13,19,Professor Mark Girolami and Professor Sofia Olhede to speak at Royal Society,http://www.ucl.ac.uk/statistics/news/news-021211-1,"Dr Afzal Siddiqui to co-author new book on analysis of investment problems pertaining to electric energy      infrastructure                                              Dr Afzal Siddiqui gives keynote address in infrastructure stream at OR56                                              Drs Gianluca Baio and Aidan O'Keeffe to take up new positions within the department                                              Team from UCL Statistical Science win RSS Challenge 2014                                              Professor Petros Dellaportas to join Department                                              MLSP paper by Dr Alfredo Kalaitzis and Dr James Nelson accepted for publication                                              Dr Ioannis Kosmidis wins MAPS Faculty Teaching Award                                              Dr Gareth Peters and Professor Pavel Shevchenko jointly Awarded OCE-CSIRO Postdoctoral Fellowship                                              First UCL Workshop on the Theory of Big Data, January 2015                                              Dr Gianluca Baio's research on Eurovision voting widely covered in the media                                              Drs Ardo van den Hout, Gareth Peters and Jinghao Xue nominated for UCLU Student Choice Teaching Awards                                              Dr Ioannis Kosmidis to give course at 1st R Summer School, Athens University of Economics and Business                                              Dr Gareth Peters to give organised invited session at CFE 2014                                              MSc Thesis Supervised by Dr Gareth Peters awarded Winton Capital prize                                              Research student Sam Livingstone awarded 2nd runner up best talk prize at 37th Annual Research Students' conference in Probability and Statistics                                              Professor Sofia Olhede featured in The Week @UCL                                              UCL Statistical Science to organise five sessions at ERCIM 2014                                              Dr Adam Sykulski awarded Marie Curie Fellowship to study global ocean data                                  "
13,20,Professor Valerie Isham elected as Bernoulli Society Councillor for 2015-2019,https://www.ucl.ac.uk/statistics/news/news-240715,"Dr Afzal Siddiqui to co-author new book on analysis of investment problems pertaining to electric energy      infrastructure                                              Dr Afzal Siddiqui gives keynote address in infrastructure stream at OR56                                              Drs Gianluca Baio and Aidan O'Keeffe to take up new positions within the department                                              Team from UCL Statistical Science win RSS Challenge 2014                                              Professor Petros Dellaportas to join Department                                              MLSP paper by Dr Alfredo Kalaitzis and Dr James Nelson accepted for publication                                              Dr Ioannis Kosmidis wins MAPS Faculty Teaching Award                                              Dr Gareth Peters and Professor Pavel Shevchenko jointly Awarded OCE-CSIRO Postdoctoral Fellowship                                              First UCL Workshop on the Theory of Big Data, January 2015                                              Dr Gianluca Baio's research on Eurovision voting widely covered in the media                                              Drs Ardo van den Hout, Gareth Peters and Jinghao Xue nominated for UCLU Student Choice Teaching Awards                                              Dr Ioannis Kosmidis to give course at 1st R Summer School, Athens University of Economics and Business                                              Dr Gareth Peters to give organised invited session at CFE 2014                                              MSc Thesis Supervised by Dr Gareth Peters awarded Winton Capital prize                                              Research student Sam Livingstone awarded 2nd runner up best talk prize at 37th Annual Research Students' conference in Probability and Statistics                                              Professor Sofia Olhede featured in The Week @UCL                                              UCL Statistical Science to organise five sessions at ERCIM 2014                                              Dr Adam Sykulski awarded Marie Curie Fellowship to study global ocean data                                   "
13,21,Dr Maria De Iorio elected to board of International Society for Bayesian Analysis,https://www.ucl.ac.uk/statistics/news/news-181111-1,"Dr Afzal Siddiqui to co-author new book on analysis of investment problems pertaining to electric energy      infrastructure                                              Dr Afzal Siddiqui gives keynote address in infrastructure stream at OR56                                              Drs Gianluca Baio and Aidan O'Keeffe to take up new positions within the department                                              Team from UCL Statistical Science win RSS Challenge 2014                                              Professor Petros Dellaportas to join Department                                              MLSP paper by Dr Alfredo Kalaitzis and Dr James Nelson accepted for publication                                              Dr Ioannis Kosmidis wins MAPS Faculty Teaching Award                                              Dr Gareth Peters and Professor Pavel Shevchenko jointly Awarded OCE-CSIRO Postdoctoral Fellowship                                              First UCL Workshop on the Theory of Big Data, January 2015                                              Dr Gianluca Baio's research on Eurovision voting widely covered in the media                                              Drs Ardo van den Hout, Gareth Peters and Jinghao Xue nominated for UCLU Student Choice Teaching Awards                                              Dr Ioannis Kosmidis to give course at 1st R Summer School, Athens University of Economics and Business                                              Dr Gareth Peters to give organised invited session at CFE 2014                                              MSc Thesis Supervised by Dr Gareth Peters awarded Winton Capital prize                                              Research student Sam Livingstone awarded 2nd runner up best talk prize at 37th Annual Research Students' conference in Probability and Statistics                                              Professor Sofia Olhede featured in The Week @UCL                                              UCL Statistical Science to organise five sessions at ERCIM 2014                                              Dr Adam Sykulski awarded Marie Curie Fellowship to study global ocean data                                 "
13,22,Dr Gianluca Baio invited to speak at meeting of Dutch Chemometrics Society,https://www.ucl.ac.uk/statistics/news/news-120913,"Dr Afzal Siddiqui to co-author new book on analysis of investment problems pertaining to electric energy      infrastructure                                              Dr Afzal Siddiqui gives keynote address in infrastructure stream at OR56                                              Drs Gianluca Baio and Aidan O'Keeffe to take up new positions within the department                                              Team from UCL Statistical Science win RSS Challenge 2014                                              Professor Petros Dellaportas to join Department                                              MLSP paper by Dr Alfredo Kalaitzis and Dr James Nelson accepted for publication                                              Dr Ioannis Kosmidis wins MAPS Faculty Teaching Award                                              Dr Gareth Peters and Professor Pavel Shevchenko jointly Awarded OCE-CSIRO Postdoctoral Fellowship                                              First UCL Workshop on the Theory of Big Data, January 2015                                              Dr Gianluca Baio's research on Eurovision voting widely covered in the media                                              Drs Ardo van den Hout, Gareth Peters and Jinghao Xue nominated for UCLU Student Choice Teaching Awards                                              Dr Ioannis Kosmidis to give course at 1st R Summer School, Athens University of Economics and Business                                              Dr Gareth Peters to give organised invited session at CFE 2014                                              MSc Thesis Supervised by Dr Gareth Peters awarded Winton Capital prize                                              Research student Sam Livingstone awarded 2nd runner up best talk prize at 37th Annual Research Students' conference in Probability and Statistics                                              Professor Sofia Olhede featured in The Week @UCL                                              UCL Statistical Science to organise five sessions at ERCIM 2014                                              Dr Adam Sykulski awarded Marie Curie Fellowship to study global ocean data                                   "
